route_id,route_number,origin,origin_country,origin_latitude,origin_longitude,destination,destination_country,destination_latitude,destination_longitude,cargo_type,route_name,route,route_sequence,intermediate_ports,transit_days,distance_nm,transshipments,freight_cost_usd,fuel_surcharge_usd,port_handling_usd,estimated_total_cost_usd,vessel_type,service_frequency,available_capacity_teu,route_availability,estimated_co2_kg,port_calls,weather_risk,congestion_level,route_score,cargo_subtype
R02342,2342,Mumbai,India,19.076,72.8777,Hong Kong,Hong Kong,22.3193,114.1694,Perishable,Priority Service,Mumbai → Gulf Hub → Hong Kong,Mumbai → Gulf Hub → Hong Kong,Gulf Hub,10,4003,1,1865.0,238.0,442.0,2545.0,Panamax Container Ship,3 sailings/week,24359,Available,55060.0,3,Moderate,Low,75.4,Frozen Food
R02343,2343,Los Angeles,USA,34.0522,-118.2437,Santos,Brazil,-23.9608,-46.3336,Hazardous,Priority Service,Los Angeles → Direct Ocean → Santos,Los Angeles → Direct Ocean → Santos,Direct,17,10139,0,4357.0,652.0,552.0,5561.0,Post-Panamax Container Ship,3 sailings/week,17763,Limited,135251.0,2,Elevated,Moderate,68.91,Toxic Materials
R02344,2344,Singapore,Singapore,1.3521,103.8198,Santos,Brazil,-23.9608,-46.3336,Hazardous,Premium Reliability,Singapore → Suez Canal → Santos,Singapore → Suez Canal → Santos,Suez Canal,19,9780,1,5007.0,892.0,392.0,6291.0,Post-Panamax Container Ship,3 sailings/week,23955,Limited,146733.0,3,Low,Moderate,62.33,Compressed Gases
R02345,2345,Valencia,Spain,39.4699,-0.3763,Jebel Ali,UAE,24.9857,55.0273,Hazardous,Standard Service,Valencia → Arabian Sea → Jebel Ali,Valencia → Arabian Sea → Jebel Ali,Arabian Sea,15,8825,1,4336.0,557.0,337.0,5230.0,Post-Panamax Container Ship,Every 2 days,15988,Available,108853.0,3,Elevated,Low,63.65,Explosives
R02346,2346,Busan,South Korea,35.1796,129.0756,Vancouver,Canada,49.2827,-123.1207,Hazardous,Standard Service,Busan → East Asia Hub → Vancouver,Busan → East Asia Hub → Vancouver,East Asia Hub,9,4601,1,2791.0,397.0,692.0,3880.0,Post-Panamax Container Ship,Daily,14353,Available,57170.0,3,Low,Low,77.32,Dangerous Goods
R02347,2347,Mumbai,India,19.076,72.8777,Los Angeles,USA,34.0522,-118.2437,Containerized,Premium Reliability,Mumbai → Panama Canal → Los Angeles,Mumbai → Panama Canal → Los Angeles,Panama Canal,8,2613,2,1472.0,211.0,545.0,2228.0,Panamax Container Ship,Every 2 days,23495,Limited,39455.0,4,Moderate,Moderate,76.04,Electronics
R02348,2348,Istanbul,Türkiye,41.0082,28.9784,Hamburg,Germany,53.5511,9.9937,Bulk,Premium Reliability,Istanbul → Arabian Sea → Hamburg,Istanbul → Arabian Sea → Hamburg,Arabian Sea,8,3935,2,1836.0,366.0,453.0,2655.0,Feeder + Mainline,Every 2 days,22704,Limited,54358.0,4,Low,Moderate,73.53,Chemicals
R02349,2349,Colombo,Sri Lanka,6.9271,79.8612,Chennai,India,13.0827,80.2707,Hazardous,Premium Reliability,Colombo → European Hub → Chennai,Colombo → European Hub → Chennai,European Hub,3,2493,1,1289.0,247.0,540.0,2076.0,Feeder + Mainline,Weekly,20248,Available,33623.0,3,Moderate,Moderate,86.46,Toxic Materials
R02350,2350,Busan,South Korea,35.1796,129.0756,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Standard Service,Busan → Gulf Hub → Rotterdam,Busan → Gulf Hub → Rotterdam,Gulf Hub,18,9621,2,3846.0,601.0,235.0,4682.0,Post-Panamax Container Ship,Weekly,15867,Limited,128616.0,4,Low,Low,57.73,Meat
R02351,2351,Singapore,Singapore,1.3521,103.8198,Durban,South Africa,-29.8587,31.0218,Perishable,Premium Reliability,Singapore → Indian Ocean → Durban,Singapore → Indian Ocean → Durban,Indian Ocean,15,6869,2,2846.0,564.0,301.0,3711.0,Post-Panamax Container Ship,Daily,13894,Available,98671.0,4,Low,High,64.74,Seafood
R02352,2352,Chennai,India,13.0827,80.2707,Busan,South Korea,35.1796,129.0756,General Cargo,Priority Service,Chennai → Suez Canal → Busan,Chennai → Suez Canal → Busan,Suez Canal,7,3835,2,1983.0,257.0,519.0,2759.0,Post-Panamax Container Ship,Every 2 days,19595,Available,55952.0,4,Low,Low,78.66,Paper Products
R02353,2353,Jebel Ali,UAE,24.9857,55.0273,Kochi,India,9.9312,76.2673,Bulk,Priority Service,Jebel Ali → Gulf Hub → Kochi,Jebel Ali → Gulf Hub → Kochi,Gulf Hub,20,9788,2,4119.0,532.0,404.0,5055.0,Container Ship,Every 2 days,15442,Available,149206.0,4,Elevated,High,53.78,Iron Ore
R02354,2354,Chennai,India,13.0827,80.2707,Istanbul,Türkiye,41.0082,28.9784,Bulk,Standard Service,Chennai → Direct Ocean → Istanbul,Chennai → Direct Ocean → Istanbul,Direct,10,6017,0,1727.0,317.0,363.0,2407.0,Panamax Container Ship,Daily,23539,Available,82343.0,2,Moderate,High,78.58,Steel
R02355,2355,Los Angeles,USA,34.0522,-118.2437,Tokyo,Japan,35.6762,139.6503,Perishable,Premium Reliability,Los Angeles → Direct Atlantic → Tokyo,Los Angeles → Direct Atlantic → Tokyo,Direct Atlantic,9,4804,2,2512.0,417.0,269.0,3198.0,Post-Panamax Container Ship,Weekly,14766,Limited,62756.0,4,Elevated,Moderate,71.85,Dairy Products
R02356,2356,Santos,Brazil,-23.9608,-46.3336,Vancouver,Canada,49.2827,-123.1207,Containerized,Economy Service,Santos → Malacca Strait → Vancouver,Santos → Malacca Strait → Vancouver,Malacca Strait,7,3619,1,1444.0,253.0,240.0,1937.0,Post-Panamax Container Ship,Daily,17495,Limited,43735.0,3,Moderate,Moderate,81.0,Automotive Parts
R02357,2357,Hamburg,Germany,53.5511,9.9937,Santos,Brazil,-23.9608,-46.3336,Bulk,Economy Service,Hamburg → Cape Route → Santos,Hamburg → Cape Route → Santos,Cape Route,6,4346,2,1781.0,339.0,586.0,2706.0,Feeder + Mainline,Daily,23470,Available,61779.0,4,Elevated,High,78.7,Petroleum
R02358,2358,Shanghai,China,31.2304,121.4737,Melbourne,Australia,-37.8136,144.9631,Bulk,Green Corridor Service,Shanghai → East Asia Hub → Melbourne,Shanghai → East Asia Hub → Melbourne,East Asia Hub,11,6669,1,2023.0,347.0,699.0,3069.0,Panamax Container Ship,3 sailings/week,12003,Available,93361.0,3,Elevated,High,73.33,Chemicals
R02359,2359,Hong Kong,Hong Kong,22.3193,114.1694,Sydney,Australia,-33.8688,151.2093,Containerized,Economy Service,Hong Kong → Direct Ocean → Sydney,Hong Kong → Direct Ocean → Sydney,Direct,10,4666,0,1598.0,219.0,651.0,2468.0,Post-Panamax Container Ship,Every 2 days,17476,Waitlist,72072.0,2,Moderate,High,79.99,Electronics
R02360,2360,Mumbai,India,19.076,72.8777,Hamburg,Germany,53.5511,9.9937,Perishable,Green Corridor Service,Mumbai → Cape Route → Hamburg,Mumbai → Cape Route → Hamburg,Cape Route,13,5891,2,2767.0,510.0,649.0,3926.0,Panamax Container Ship,Every 2 days,10644,Limited,85972.0,4,Low,High,66.62,Fresh Fruits
R02361,2361,Valencia,Spain,39.4699,-0.3763,Dubai,UAE,25.2048,55.2708,Perishable,Standard Service,Valencia → Direct Ocean → Dubai,Valencia → Direct Ocean → Dubai,Direct,16,6684,0,3255.0,648.0,257.0,4160.0,Panamax Container Ship,Daily,20187,Available,90393.0,2,Elevated,Moderate,70.44,Fresh Vegetables
R02362,2362,Istanbul,Türkiye,41.0082,28.9784,Melbourne,Australia,-37.8136,144.9631,Containerized,Green Corridor Service,Istanbul → Direct Atlantic → Melbourne,Istanbul → Direct Atlantic → Melbourne,Direct Atlantic,9,3363,1,1399.0,169.0,496.0,2064.0,Post-Panamax Container Ship,Every 2 days,22345,Available,39296.0,3,Low,Low,81.79,Automotive Parts
R02363,2363,Jebel Ali,UAE,24.9857,55.0273,Auckland,New Zealand,-36.8509,174.7645,General Cargo,Premium Reliability,Jebel Ali → Direct Ocean → Auckland,Jebel Ali → Direct Ocean → Auckland,Direct,20,10537,0,3519.0,476.0,521.0,4516.0,Feeder + Mainline,3 sailings/week,23542,Limited,155008.0,2,Low,High,63.58,Furniture
R02364,2364,Busan,South Korea,35.1796,129.0756,Istanbul,Türkiye,41.0082,28.9784,General Cargo,Economy Service,Busan → Direct Atlantic → Istanbul,Busan → Direct Atlantic → Istanbul,Direct Atlantic,3,2750,1,1295.0,237.0,346.0,1878.0,Container Ship,Daily,24997,Waitlist,41434.0,3,Moderate,Low,89.97,Paper Products
R02365,2365,Vancouver,Canada,49.2827,-123.1207,Sydney,Australia,-33.8688,151.2093,Hazardous,Standard Service,Vancouver → Indian Ocean → Sydney,Vancouver → Indian Ocean → Sydney,Indian Ocean,11,6015,2,3679.0,708.0,676.0,5063.0,Post-Panamax Container Ship,3 sailings/week,17354,Waitlist,89223.0,4,Moderate,Moderate,68.51,Flammable Liquids
R02366,2366,Colombo,Sri Lanka,6.9271,79.8612,Tokyo,Japan,35.6762,139.6503,Bulk,Premium Reliability,Colombo → Suez Canal → Tokyo,Colombo → Suez Canal → Tokyo,Suez Canal,9,3896,1,1467.0,218.0,339.0,2024.0,Container Ship,Weekly,14672,Available,55850.0,3,Elevated,High,80.28,Fertilizer
R02367,2367,Dubai,UAE,25.2048,55.2708,Kochi,India,9.9312,76.2673,Containerized,Standard Service,Dubai → Direct Ocean → Kochi,Dubai → Direct Ocean → Kochi,Direct,17,7566,0,3166.0,513.0,650.0,4329.0,Panamax Container Ship,3 sailings/week,9780,Available,108154.0,2,Low,Low,72.21,Machinery
R02368,2368,Dar es Salaam,Tanzania,-6.7924,39.2083,Singapore,Singapore,1.3521,103.8198,Perishable,Standard Service,Dar es Salaam → East Asia Hub → Singapore,Dar es Salaam → East Asia Hub → Singapore,East Asia Hub,10,4603,2,2303.0,447.0,467.0,3217.0,Post-Panamax Container Ship,Weekly,21447,Available,58397.0,4,Moderate,High,69.53,Fresh Vegetables
R02369,2369,Melbourne,Australia,-37.8136,144.9631,Mombasa,Kenya,-4.0435,39.6682,General Cargo,Green Corridor Service,Melbourne → East Asia Hub → Mombasa,Melbourne → East Asia Hub → Mombasa,East Asia Hub,9,4683,1,1784.0,307.0,471.0,2562.0,Feeder + Mainline,3 sailings/week,24526,Available,61064.0,3,Moderate,Moderate,80.95,Furniture
R02370,2370,Vancouver,Canada,49.2827,-123.1207,Chennai,India,13.0827,80.2707,Containerized,Standard Service,Vancouver → Panama Canal → Chennai,Vancouver → Panama Canal → Chennai,Panama Canal,13,6827,2,3271.0,429.0,443.0,4143.0,Panamax Container Ship,Weekly,20919,Available,94164.0,4,Elevated,High,64.67,Industrial Equipment
R02371,2371,Busan,South Korea,35.1796,129.0756,Tokyo,Japan,35.6762,139.6503,Bulk,Standard Service,Busan → Direct Ocean → Tokyo,Busan → Direct Ocean → Tokyo,Direct,8,3672,0,1305.0,171.0,222.0,1698.0,Post-Panamax Container Ship,Weekly,14576,Available,50104.0,2,Elevated,Low,85.63,Grain
R02372,2372,Cape Town,South Africa,-33.9249,18.4241,Tokyo,Japan,35.6762,139.6503,General Cargo,Economy Service,Cape Town → Arabian Sea → Tokyo,Cape Town → Arabian Sea → Tokyo,Arabian Sea,15,5840,1,2547.0,394.0,519.0,3460.0,Container Ship,Every 2 days,10822,Available,79868.0,3,Low,High,67.1,Industrial Goods
R02373,2373,Mombasa,Kenya,-4.0435,39.6682,Auckland,New Zealand,-36.8509,174.7645,General Cargo,Economy Service,Mombasa → Direct Ocean → Auckland,Mombasa → Direct Ocean → Auckland,Direct,11,4759,0,1543.0,188.0,401.0,2132.0,Post-Panamax Container Ship,Weekly,19478,Available,67988.0,2,Moderate,Low,79.72,Retail Products
R02374,2374,Melbourne,Australia,-37.8136,144.9631,Vancouver,Canada,49.2827,-123.1207,General Cargo,Premium Reliability,Melbourne → Direct Pacific → Vancouver,Melbourne → Direct Pacific → Vancouver,Direct Pacific,7,3331,1,1316.0,232.0,487.0,2035.0,Feeder + Mainline,Every 2 days,25438,Available,50637.0,3,Elevated,Low,80.7,Household Goods
R02375,2375,New York,USA,40.7128,-74.006,Los Angeles,USA,34.0522,-118.2437,Hazardous,Premium Reliability,New York → Gulf Hub → Los Angeles,New York → Gulf Hub → Los Angeles,Gulf Hub,4,2620,1,1528.0,208.0,650.0,2386.0,Post-Panamax Container Ship,Weekly,17203,Available,36977.0,3,Low,Moderate,86.79,Explosives
R02376,2376,Santos,Brazil,-23.9608,-46.3336,Vancouver,Canada,49.2827,-123.1207,General Cargo,Green Corridor Service,Santos → Cape Route → Vancouver,Santos → Cape Route → Vancouver,Cape Route,18,10221,2,4394.0,849.0,441.0,5684.0,Post-Panamax Container Ship,Weekly,14508,Available,133623.0,4,Elevated,High,53.44,Paper Products
R02377,2377,London,UK,51.5074,-0.1278,Singapore,Singapore,1.3521,103.8198,Perishable,Standard Service,London → Direct Atlantic → Singapore,London → Direct Atlantic → Singapore,Direct Atlantic,12,6399,1,2618.0,415.0,592.0,3625.0,Container Ship,Every 2 days,25202,Limited,89118.0,3,Low,High,74.67,Frozen Food
R02378,2378,Istanbul,Türkiye,41.0082,28.9784,Durban,South Africa,-29.8587,31.0218,General Cargo,Premium Reliability,Istanbul → East Asia Hub → Durban,Istanbul → East Asia Hub → Durban,East Asia Hub,8,4973,2,2434.0,316.0,660.0,3410.0,Container Ship,Daily,17978,Limited,71731.0,4,Moderate,Low,75.72,Industrial Goods
R02379,2379,Mombasa,Kenya,-4.0435,39.6682,London,UK,51.5074,-0.1278,Hazardous,Economy Service,Mombasa → Direct Ocean → London,Mombasa → Direct Ocean → London,Direct,23,9571,0,4312.0,658.0,543.0,5513.0,Panamax Container Ship,Daily,14100,Available,138082.0,2,Moderate,Low,62.46,Toxic Materials
R02380,2380,New York,USA,40.7128,-74.006,Rotterdam,Netherlands,51.9244,4.4777,General Cargo,Standard Service,New York → Direct Ocean → Rotterdam,New York → Direct Ocean → Rotterdam,Direct,20,8615,0,2850.0,557.0,524.0,3931.0,Post-Panamax Container Ship,3 sailings/week,14230,Available,129540.0,2,Elevated,Moderate,67.4,Household Goods
R02381,2381,Jebel Ali,UAE,24.9857,55.0273,Piraeus,Greece,37.9838,23.7275,General Cargo,Standard Service,Jebel Ali → Gulf Hub → Piraeus,Jebel Ali → Gulf Hub → Piraeus,Gulf Hub,27,10456,1,3521.0,667.0,314.0,4502.0,Feeder + Mainline,Every 2 days,17683,Available,132887.0,3,Low,Low,50.62,Furniture
R02382,2382,Mumbai,India,19.076,72.8777,Felixstowe,UK,51.9638,1.3511,Hazardous,Green Corridor Service,Mumbai → Arabian Sea → Felixstowe,Mumbai → Arabian Sea → Felixstowe,Arabian Sea,14,7713,2,4337.0,764.0,343.0,5444.0,Feeder + Mainline,Every 2 days,25040,Available,99286.0,4,Moderate,Moderate,65.78,Dangerous Goods
R02383,2383,Kochi,India,9.9312,76.2673,Hong Kong,Hong Kong,22.3193,114.1694,Perishable,Green Corridor Service,Kochi → Direct Ocean → Hong Kong,Kochi → Direct Ocean → Hong Kong,Direct,8,3602,0,1567.0,201.0,459.0,2227.0,Panamax Container Ship,Weekly,23024,Available,54265.0,2,Low,High,88.53,Dairy Products
R02384,2384,Jebel Ali,UAE,24.9857,55.0273,Istanbul,Türkiye,41.0082,28.9784,Containerized,Priority Service,Jebel Ali → Direct Ocean → Istanbul,Jebel Ali → Direct Ocean → Istanbul,Direct,16,9112,0,3810.0,750.0,397.0,4957.0,Container Ship,3 sailings/week,16293,Available,125541.0,2,Moderate,Low,66.85,Textiles
R02385,2385,Busan,South Korea,35.1796,129.0756,Durban,South Africa,-29.8587,31.0218,Bulk,Priority Service,Busan → Gulf Hub → Durban,Busan → Gulf Hub → Durban,Gulf Hub,19,9855,1,3787.0,598.0,330.0,4715.0,Container Ship,Daily,16243,Available,117744.0,3,Elevated,Low,61.54,Cement
R02386,2386,Singapore,Singapore,1.3521,103.8198,Hong Kong,Hong Kong,22.3193,114.1694,Containerized,Priority Service,Singapore → Direct Pacific → Hong Kong,Singapore → Direct Pacific → Hong Kong,Direct Pacific,10,5488,1,2582.0,476.0,263.0,3321.0,Feeder + Mainline,Every 2 days,10100,Limited,78614.0,3,Elevated,High,77.81,Automotive Parts
R02387,2387,Santos,Brazil,-23.9608,-46.3336,New York,USA,40.7128,-74.006,General Cargo,Priority Service,Santos → Suez Canal → New York,Santos → Suez Canal → New York,Suez Canal,7,4129,1,1609.0,306.0,420.0,2335.0,Panamax Container Ship,Weekly,12044,Available,50065.0,3,Elevated,Low,80.03,Furniture
R02388,2388,Cape Town,South Africa,-33.9249,18.4241,Chennai,India,13.0827,80.2707,Containerized,Premium Reliability,Cape Town → East Asia Hub → Chennai,Cape Town → East Asia Hub → Chennai,East Asia Hub,16,6739,1,2472.0,328.0,480.0,3280.0,Feeder + Mainline,3 sailings/week,24807,Available,93715.0,3,Low,Low,65.08,Industrial Equipment
R02389,2389,Sydney,Australia,-33.8688,151.2093,Piraeus,Greece,37.9838,23.7275,General Cargo,Green Corridor Service,Sydney → European Hub → Piraeus,Sydney → European Hub → Piraeus,European Hub,11,5335,2,2409.0,330.0,291.0,3030.0,Feeder + Mainline,Weekly,19836,Available,69241.0,4,Moderate,Low,69.26,Consumer Goods
R02390,2390,Busan,South Korea,35.1796,129.0756,Dubai,UAE,25.2048,55.2708,Hazardous,Economy Service,Busan → Direct Ocean → Dubai,Busan → Direct Ocean → Dubai,Direct,17,7298,0,3674.0,506.0,584.0,4764.0,Feeder + Mainline,Weekly,18340,Limited,106441.0,2,Moderate,Moderate,69.16,Corrosive Chemicals
R02391,2391,Valencia,Spain,39.4699,-0.3763,Shanghai,China,31.2304,121.4737,Perishable,Green Corridor Service,Valencia → Panama Canal → Shanghai,Valencia → Panama Canal → Shanghai,Panama Canal,17,8302,1,4349.0,785.0,638.0,5772.0,Container Ship,Weekly,21668,Available,122604.0,3,Moderate,High,66.85,Frozen Food
R02392,2392,Shanghai,China,31.2304,121.4737,New York,USA,40.7128,-74.006,General Cargo,Economy Service,Shanghai → Gulf Hub → New York,Shanghai → Gulf Hub → New York,Gulf Hub,16,10132,2,4267.0,665.0,381.0,5313.0,Feeder + Mainline,3 sailings/week,13576,Available,139374.0,4,Low,Low,56.14,Household Goods
R02393,2393,New York,USA,40.7128,-74.006,Kochi,India,9.9312,76.2673,Perishable,Standard Service,New York → Direct Atlantic → Kochi,New York → Direct Atlantic → Kochi,Direct Atlantic,15,8519,2,3967.0,517.0,468.0,4952.0,Post-Panamax Container Ship,3 sailings/week,13716,Limited,108426.0,4,Low,Low,60.68,Seafood
R02394,2394,Durban,South Africa,-29.8587,31.0218,Dar es Salaam,Tanzania,-6.7924,39.2083,Bulk,Economy Service,Durban → Panama Canal → Dar es Salaam,Durban → Panama Canal → Dar es Salaam,Panama Canal,16,6169,1,2259.0,293.0,537.0,3089.0,Panamax Container Ship,Every 2 days,14007,Available,86686.0,3,Low,Low,70.18,Steel
R02395,2395,Buenos Aires,Argentina,-34.6037,-58.3816,Santos,Brazil,-23.9608,-46.3336,Bulk,Priority Service,Buenos Aires → Direct Ocean → Santos,Buenos Aires → Direct Ocean → Santos,Direct,14,8022,0,2582.0,399.0,550.0,3531.0,Post-Panamax Container Ship,Daily,24330,Available,99069.0,2,Elevated,Moderate,74.58,Cement
R02396,2396,Piraeus,Greece,37.9838,23.7275,Busan,South Korea,35.1796,129.0756,Bulk,Green Corridor Service,Piraeus → Suez Canal → Busan,Piraeus → Suez Canal → Busan,Suez Canal,11,5584,1,1892.0,292.0,420.0,2604.0,Panamax Container Ship,Daily,19135,Available,73340.0,3,Low,High,74.37,Fertilizer
R02397,2397,Valencia,Spain,39.4699,-0.3763,Los Angeles,USA,34.0522,-118.2437,Bulk,Priority Service,Valencia → Gulf Hub → Los Angeles,Valencia → Gulf Hub → Los Angeles,Gulf Hub,23,9909,2,3239.0,512.0,314.0,4065.0,Panamax Container Ship,Every 2 days,19728,Available,146242.0,4,Moderate,Low,50.18,Petroleum
R02398,2398,Cape Town,South Africa,-33.9249,18.4241,London,UK,51.5074,-0.1278,Bulk,Economy Service,Cape Town → Malacca Strait → London,Cape Town → Malacca Strait → London,Malacca Strait,17,8869,2,3786.0,675.0,358.0,4819.0,Panamax Container Ship,3 sailings/week,23104,Available,105731.0,4,Moderate,Low,58.47,Chemicals
R02399,2399,Felixstowe,UK,51.9638,1.3511,London,UK,51.5074,-0.1278,General Cargo,Premium Reliability,Felixstowe → European Hub → London,Felixstowe → European Hub → London,European Hub,15,7600,1,2571.0,476.0,417.0,3464.0,Feeder + Mainline,Every 2 days,17907,Waitlist,105764.0,3,Moderate,Low,69.47,Furniture
R02400,2400,Piraeus,Greece,37.9838,23.7275,Rotterdam,Netherlands,51.9244,4.4777,Perishable,Priority Service,Piraeus → Direct Atlantic → Rotterdam,Piraeus → Direct Atlantic → Rotterdam,Direct Atlantic,15,7829,1,3434.0,436.0,561.0,4431.0,Panamax Container Ship,Daily,17112,Available,93832.0,3,Elevated,High,66.08,Seafood
R02401,2401,Jebel Ali,UAE,24.9857,55.0273,Hamburg,Germany,53.5511,9.9937,Bulk,Standard Service,Jebel Ali → Direct Ocean → Hamburg,Jebel Ali → Direct Ocean → Hamburg,Direct,11,6139,0,2001.0,319.0,621.0,2941.0,Container Ship,Every 2 days,14241,Limited,71281.0,2,Moderate,Low,77.84,Grain
R02402,2402,Colombo,Sri Lanka,6.9271,79.8612,Tokyo,Japan,35.6762,139.6503,Containerized,Priority Service,Colombo → Malacca Strait → Tokyo,Colombo → Malacca Strait → Tokyo,Malacca Strait,21,8443,2,3085.0,408.0,257.0,3750.0,Feeder + Mainline,Daily,18538,Limited,117143.0,4,Low,Low,57.54,Textiles
R02403,2403,Dubai,UAE,25.2048,55.2708,Busan,South Korea,35.1796,129.0756,Containerized,Priority Service,Dubai → Gulf Hub → Busan,Dubai → Gulf Hub → Busan,Gulf Hub,7,2799,2,1324.0,247.0,313.0,1884.0,Container Ship,Daily,23958,Available,35773.0,4,Elevated,High,78.82,Machinery
R02404,2404,Buenos Aires,Argentina,-34.6037,-58.3816,Mumbai,India,19.076,72.8777,General Cargo,Economy Service,Buenos Aires → Malacca Strait → Mumbai,Buenos Aires → Malacca Strait → Mumbai,Malacca Strait,3,2662,2,1501.0,225.0,395.0,2121.0,Panamax Container Ship,3 sailings/week,16813,Available,32942.0,4,Elevated,Moderate,84.8,Household Goods
R02405,2405,Colombo,Sri Lanka,6.9271,79.8612,Los Angeles,USA,34.0522,-118.2437,Perishable,Standard Service,Colombo → European Hub → Los Angeles,Colombo → European Hub → Los Angeles,European Hub,23,9921,1,3831.0,602.0,540.0,4973.0,Feeder + Mainline,Every 2 days,24814,Available,152480.0,3,Low,Moderate,52.89,Frozen Food
R02406,2406,Chennai,India,13.0827,80.2707,Durban,South Africa,-29.8587,31.0218,General Cargo,Standard Service,Chennai → Malacca Strait → Durban,Chennai → Malacca Strait → Durban,Malacca Strait,8,4725,2,1944.0,344.0,548.0,2836.0,Panamax Container Ship,Weekly,9413,Available,70613.0,4,Elevated,Low,72.1,Paper Products
R02407,2407,Dubai,UAE,25.2048,55.2708,Hamburg,Germany,53.5511,9.9937,Bulk,Priority Service,Dubai → East Asia Hub → Hamburg,Dubai → East Asia Hub → Hamburg,East Asia Hub,15,8118,2,2747.0,429.0,302.0,3478.0,Container Ship,Daily,16216,Available,107536.0,4,Elevated,Moderate,61.5,Petroleum
R02408,2408,Valencia,Spain,39.4699,-0.3763,London,UK,51.5074,-0.1278,Containerized,Green Corridor Service,Valencia → Direct Pacific → London,Valencia → Direct Pacific → London,Direct Pacific,6,3779,1,1403.0,253.0,425.0,2081.0,Container Ship,Weekly,22481,Limited,57865.0,3,Low,Low,82.74,Textiles
R02409,2409,New York,USA,40.7128,-74.006,Colombo,Sri Lanka,6.9271,79.8612,Bulk,Standard Service,New York → Gulf Hub → Colombo,New York → Gulf Hub → Colombo,Gulf Hub,11,5267,1,1884.0,344.0,307.0,2535.0,Post-Panamax Container Ship,Weekly,20075,Available,78629.0,3,Moderate,High,73.51,Edible Oils
R02410,2410,Mumbai,India,19.076,72.8777,Los Angeles,USA,34.0522,-118.2437,General Cargo,Premium Reliability,Mumbai → Direct Atlantic → Los Angeles,Mumbai → Direct Atlantic → Los Angeles,Direct Atlantic,15,9283,1,3694.0,451.0,385.0,4530.0,Post-Panamax Container Ship,3 sailings/week,14367,Available,122085.0,3,Moderate,Moderate,67.4,Household Goods
R02411,2411,Chennai,India,13.0827,80.2707,Rotterdam,Netherlands,51.9244,4.4777,Bulk,Green Corridor Service,Chennai → Direct Atlantic → Rotterdam,Chennai → Direct Atlantic → Rotterdam,Direct Atlantic,12,7425,1,2833.0,467.0,591.0,3891.0,Feeder + Mainline,3 sailings/week,18637,Limited,95478.0,3,Elevated,Low,69.76,Grain
R02412,2412,New York,USA,40.7128,-74.006,Buenos Aires,Argentina,-34.6037,-58.3816,General Cargo,Premium Reliability,New York → Direct Ocean → Buenos Aires,New York → Direct Ocean → Buenos Aires,Direct,21,10031,0,3745.0,744.0,344.0,4833.0,Panamax Container Ship,Every 2 days,9845,Available,143026.0,2,Low,Low,65.35,Paper Products
R02413,2413,Mumbai,India,19.076,72.8777,Los Angeles,USA,34.0522,-118.2437,Containerized,Economy Service,Mumbai → Direct Ocean → Los Angeles,Mumbai → Direct Ocean → Los Angeles,Direct,9,3274,0,1397.0,263.0,493.0,2153.0,Container Ship,Daily,14857,Available,42906.0,2,Low,Low,82.34,Electronics
R02414,2414,Santos,Brazil,-23.9608,-46.3336,Busan,South Korea,35.1796,129.0756,Hazardous,Premium Reliability,Santos → Indian Ocean → Busan,Santos → Indian Ocean → Busan,Indian Ocean,17,8160,2,4552.0,645.0,400.0,5597.0,Feeder + Mainline,Weekly,15397,Available,96763.0,4,Moderate,Low,61.78,Corrosive Chemicals
R02415,2415,Hong Kong,Hong Kong,22.3193,114.1694,Valencia,Spain,39.4699,-0.3763,General Cargo,Standard Service,Hong Kong → Gulf Hub → Valencia,Hong Kong → Gulf Hub → Valencia,Gulf Hub,14,7883,1,3449.0,564.0,556.0,4569.0,Container Ship,Daily,17990,Limited,101226.0,3,Moderate,Moderate,68.44,Retail Products
R02416,2416,Istanbul,Türkiye,41.0082,28.9784,Buenos Aires,Argentina,-34.6037,-58.3816,Hazardous,Standard Service,Istanbul → Direct Ocean → Buenos Aires,Istanbul → Direct Ocean → Buenos Aires,Direct,12,5851,0,2423.0,400.0,597.0,3420.0,Feeder + Mainline,Every 2 days,12098,Available,74458.0,2,Low,Moderate,75.5,Compressed Gases
R02417,2417,Dar es Salaam,Tanzania,-6.7924,39.2083,Hong Kong,Hong Kong,22.3193,114.1694,Containerized,Green Corridor Service,Dar es Salaam → Mediterranean Hub → Hong Kong,Dar es Salaam → Mediterranean Hub → Hong Kong,Mediterranean Hub,18,9288,2,3547.0,705.0,337.0,4589.0,Panamax Container Ship,Weekly,13455,Available,113856.0,4,Low,Low,55.98,Consumer Goods
R02418,2418,Durban,South Africa,-29.8587,31.0218,Felixstowe,UK,51.9638,1.3511,Containerized,Premium Reliability,Durban → Indian Ocean → Felixstowe,Durban → Indian Ocean → Felixstowe,Indian Ocean,12,5522,2,2672.0,398.0,477.0,3547.0,Panamax Container Ship,Every 2 days,16043,Available,71001.0,4,Moderate,High,68.64,Industrial Equipment
